,ADDRESS,BKCLASS,CBSA,CBSA_DIV,CBSA_DIV_FLG,CBSA_DIV_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_METRO_NAME,CBSA_MICRO_FLG,CBSA_NO,CERT,CITY,COUNTY,CSA,CSA_FLG,CSA_NO,ESTYMD,FI_UNINUM,MAINOFF,NAME,OFFNAME,OFFNUM,RUNDATE,SERVTYPE,STALP,STCNTY,STNAME,UNINUM,ZIP,formatted_address,tract,Sub Boro Name,Tract
447,3415 Francis Lewis Boulevard,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,57957,New York City,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/28/1972,432614,0,"Citizens Bank, National Association",BAYSIDE BRANCH,1765,11/25/2022,11,NY,36081,New York,236158,11358,"3415 Francis Lewis Boulevard, New York City, NY, 11358","('109900', 'Queens')",Bayside / Little Neck,109900
448,4610 Queens Blvd.,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Sunnyside,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/18/1963,417,0,"JPMorgan Chase Bank, National Association",SUNNYSIDE BRANCH,5299,11/25/2022,11,NY,36081,New York,236185,11104,"4610 Queens Blvd., Sunnyside, NY, 11104","('-1', '-1')",UNFOUND,-1
451,110 Church Street,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16068,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,07/06/1976,10290,0,Apple Bank for Savings,CHURCH STREET BRANCH,76,11/25/2022,11,NY,36061,New York,236296,10007,"110 Church Street, New York, NY, 10007","('002100', 'Manhattan')",Greenwich Village / Financial District,2100
455,1833 Hylan Boulevard,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/23/1974,10251,0,New York Community Bank,DONGAN HILLS BRANCH,99,11/25/2022,11,NY,36085,New York,236831,10305,"1833 Hylan Boulevard, Staten Island, NY, 10305","('011401', 'Staten Island')",Mid-Island,11401
496,615 West 181st Street,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,34967,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/30/1970,62141,0,Popular Bank,WASHINGTON HEIGHTS BRANCH,54,11/25/2022,11,NY,36061,New York,239285,10033,"615 West 181st Street, New York City, NY, 10033","('027100', 'Manhattan')",Washington Heights / Inwood,27100
502,4502 Fifth Avenue,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,34967,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/04/1970,62141,0,Popular Bank,FIFTH AVENUE BRANCH,66,11/25/2022,11,NY,36047,New York,239419,11220,"4502 Fifth Avenue, Brooklyn, NY, 11220","('008000', 'Brooklyn')",Sunset Park,8000
668,1463 Southern Blvd,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/14/1999,4759,0,"Citibank, National Association",SOUTHERN BLVD,895,11/25/2022,11,NY,36005,New York,249823,10460,"1463 Southern Blvd, Bronx, NY, 10460","('015500', 'Bronx')",Morrisania / East Tremont,15500
945,One East Fordham Rd,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,57957,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1896,432614,0,"Citizens Bank, National Association",FORDHAM BRANCH,1734,11/25/2022,11,NY,36005,New York,269891,10468,"One East Fordham Rd, Bronx, NY, 10468","('-1', '-1')",UNFOUND,-1
1004,340 Avenue Of The Americas,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1890,417,0,"JPMorgan Chase Bank, National Association",GREENWICH VILLAGE BRANCH,5313,11/25/2022,11,NY,36061,New York,273178,10011,"340 Avenue Of The Americas, New York, NY, 10011","('006500', 'Manhattan')",Greenwich Village / Financial District,6500
1116,10 Downing Street,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16068,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1851,10290,0,Apple Bank for Savings,DOWNING STREET BRANCH,75,11/25/2022,11,NY,36061,New York,10204,10014,"10 Downing Street, New York, NY, 10014","('006700', 'Manhattan')",Greenwich Village / Financial District,6700
1430,1219 Augusta W. Parkway,SM,"Augusta-Richmond County, GA-SC",,0,,12260,1,"Augusta-Richmond County, GA-SC",0,12260,12368,Augusta,Richmond,,0,,06/24/1994,7866,0,Regions Bank,AUGUSTA W PKWY BRANCH,518,11/25/2022,11,GA,13245,Georgia,181272,30909,"1219 Augusta W. Parkway, Augusta, NY, 30909","('010204', 'Augusta')",UNFOUND,10204
1450,919 Third Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/21/1962,417,0,"JPMorgan Chase Bank, National Association",THIRD AVENUE AND 56TH STREET BRANCH,804,11/25/2022,11,NY,36061,New York,182715,10022,"919 Third Avenue, New York City, NY, 10022","('010800', 'Manhattan')",Stuyvesant Town / Turtle Bay,10800
1451,200 New Dorp Lane,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,07/05/1950,417,0,"JPMorgan Chase Bank, National Association",NEW DORP BRANCH,835,11/25/2022,11,NY,36085,New York,182758,10306,"200 New Dorp Lane, Staten Island, NY, 10306","('013400', 'Staten Island')",Mid-Island,13400
1452,4323 18th Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/19/1967,417,0,"JPMorgan Chase Bank, National Association",MCDONALD AVENUE BRANCH,846,11/25/2022,11,NY,36047,New York,182783,11218,"4323 18th Avenue, Brooklyn, NY, 11218","('048000', 'Brooklyn')",Flatbush,48000
1453,184-01 Hillside Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Jamaica,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/25/1971,417,0,"JPMorgan Chase Bank, National Association",JAMAICA ESTATES BRANCH,856,11/25/2022,11,NY,36081,New York,182804,11432,"184-01 Hillside Avenue, Jamaica, NY, 11432","('047200', 'Queens')",Hillcrest / Fresh Meadows,47200
1461,891 Utica Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/22/1941,417,0,"JPMorgan Chase Bank, National Association",CHURCH AVENUE BRANCH,488,11/25/2022,11,NY,36047,New York,183608,11203,"891 Utica Avenue, Brooklyn, NY, 11203","('086200', 'Brooklyn')",East Flatbush,86200
1462,35 East 72nd Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/01/1932,417,0,"JPMorgan Chase Bank, National Association",MADISON AVENUE & 72ND STREET BRANCH,541,11/25/2022,11,NY,36061,New York,183686,10021,"35 East 72nd Street, New York City, NY, 10021","('013000', 'Manhattan')",Upper East Side,13000
1463,205-19 Hillside Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Hollis,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,05/24/1954,417,0,"JPMorgan Chase Bank, National Association",HOLLISWOOD BRANCH,556,11/25/2022,11,NY,36081,New York,183708,11423,"205-19 Hillside Avenue, Hollis, NY, 11423","('047800', 'Queens')",Hillcrest / Fresh Meadows,47800
1465,279 Fifth Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,9396,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/05/1973,6037,0,Valley National Bank,FIFTH AVENUE BRANCH,143,11/25/2022,11,NY,36061,New York,183876,10016,"279 Fifth Avenue, New York, NY, 10016","('007400', 'Manhattan')",Chelsea / Clinton / Midtown,7400
1967,133-07 Rockaway Boulevard,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,South Ozone Park,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,11/15/1960,4759,0,"Citibank, National Association",SOUTH OZONE PARK BRANCH,863,11/25/2022,11,NY,36081,New York,213511,11420,"133-07 Rockaway Boulevard, South Ozone Park, NY, 11420","('018000', 'Queens')",Howard Beach / S. Ozone Park,18000
1969,31-81 Steinway Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,Astoria,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/15/1973,2238,0,"Bank of America, National Association",ASTORIA BRANCH,8080,11/25/2022,11,NY,36081,New York,213648,11103,"31-81 Steinway Street, Astoria, NY, 11103","('015500', 'Queens')",Astoria,15500
1971,2198 White Plains Road,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/22/1991,2238,0,"Bank of America, National Association",PELHAM PARKWAY BRANCH,8120,11/25/2022,11,NY,36005,New York,213693,10462,"2198 White Plains Road, Bronx, NY, 10462","('022403', 'Bronx')",Pelham Parkway,22403
1972,277 Canal Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/23/1991,2238,0,"Bank of America, National Association",CANAL ST AND BROADWAY BRANCH,8121,11/25/2022,11,NY,36061,New York,213695,10013,"277 Canal Street, New York, NY, 10013","('004500', 'Manhattan')",Greenwich Village / Financial District,4500
1976,702 Utica Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York City,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/10/1965,4759,0,"Citibank, National Association",UTICA AVENUE-CLARKSON AVENUE BRANCH,53,11/25/2022,11,NY,36047,New York,214077,11203,"702 Utica Avenue, New York City, NY, 11203","('086800', 'Brooklyn')",East Flatbush,86800
1977,411 Fifth Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/16/1812,4759,0,"Citibank, National Association",FIFTH AVENUE-37TH STREET BRANCH,87,11/25/2022,11,NY,36061,New York,214110,10016,"411 Fifth Avenue, New York City, NY, 10016","('008200', 'Manhattan')",Stuyvesant Town / Turtle Bay,8200
1978,2261 First Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/16/1812,4759,0,"Citibank, National Association",ONE HUNDRED-SIXTEETH STREET BRANCH,106,11/25/2022,11,NY,36061,New York,214129,10035,"2261 First Avenue, New York, NY, 10035","('018800', 'Manhattan')",East Harlem,18800
2182,75-21 Main Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,4297,Kew Gardens Hills,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/07/1993,2818,0,"Capital One, National Association",KEW GARDEN HILLS BRANCH,836,11/25/2022,11,NY,36081,New York,235876,11367,"75-21 Main Street, Kew Gardens Hills, NY, 11367","('077907', 'Queens')",Hillcrest / Fresh Meadows,77907
2187,5102 Church Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,4297,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/02/1932,2818,0,"Capital One, National Association",FLATBUSH BRANCH,773,11/25/2022,11,NY,36047,New York,236160,11203,"5102 Church Avenue, Brooklyn, NY, 11203","('086200', 'Brooklyn')",East Flatbush,86200
2188,927 Flatbush Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,4297,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/22/1974,2818,0,"Capital One, National Association",FLATBUSH WEST BRANCH,779,11/25/2022,11,NY,36047,New York,236166,11226,"927 Flatbush Avenue, Brooklyn, NY, 11226","('079400', 'Brooklyn')",East Flatbush,79400
2191,1617 Avenue M,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16068,New York City,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,02/03/1975,10290,0,Apple Bank for Savings,MIDWOOD BRANCH,85,11/25/2022,11,NY,36047,New York,236294,11230,"1617 Avenue M, New York City, NY, 11230","('076800', 'Brooklyn')",Flatbush,76800
2197,470 Park Avenue South,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,588,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/01/1980,400,0,Manufacturers and Traders Trust Company,Park Avenue South Branch,245,11/25/2022,11,NY,36061,New York,236706,10016,"470 Park Avenue South, New York, NY, 10016","('007400', 'Manhattan')",Chelsea / Clinton / Midtown,7400
2198,1619 Sheepshead Bay Road,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,34967,New York City,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,05/06/1949,62141,0,Popular Bank,SHEEPSHEAD BAY BRANCH,69,11/25/2022,11,NY,36047,New York,236731,11235,"1619 Sheepshead Bay Road, New York City, NY, 11235","('060000', 'Brooklyn')",Sheepshead Bay / Gravesend,60000
2200,156-10 Northern Boulevard,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,Flushing,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/15/1993,10251,0,New York Community Bank,MURRAY HILL BRANCH,11,11/25/2022,11,NY,36081,New York,236781,11354,"156-10 Northern Boulevard, Flushing, NY, 11354","('117100', 'Queens')",Flushing / Whitestone,117100
2201,37-02 82nd Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,4297,Jackson Heights,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/08/1946,2818,0,"Capital One, National Association",JACKSON HEIGHTS BRANCH,628,11/25/2022,11,NY,36081,New York,236788,11372,"37-02 82nd Street, Jackson Heights, NY, 11372","('028300', 'Queens')",Jackson Heights,28300
2202,1460 Richmond Avenue,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,05/06/1972,10251,0,New York Community Bank,BULLS HEAD BRANCH,98,11/25/2022,11,NY,36085,New York,236830,10314,"1460 Richmond Avenue, Staten Island, NY, 10314","('029104', 'Staten Island')",Mid-Island,29104
2203,2875 Veterans Road West,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,02/22/1988,10251,0,New York Community Bank,VETERANS ROAD BRANCH,104,11/25/2022,11,NY,36085,New York,236837,10307,"2875 Veterans Road West, Staten Island, NY, 10307","('022600', 'Staten Island')",South Shore,22600
2212,134 Delancey Street,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,34967,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/17/1952,62141,0,Popular Bank,DELANCEY STREET BRANCH,59,11/25/2022,11,NY,36061,New York,237096,10002,"134 Delancey Street, New York City, NY, 10002","('001402', 'Manhattan')",Lower East Side / Chinatown,1402
2214,706 West 181st Street,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16068,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/29/1929,10290,0,Apple Bank for Savings,181ST STREET BRANCH,2,11/25/2022,11,NY,36061,New York,237123,10033,"706 West 181st Street, New York, NY, 10033","('026500', 'Manhattan')",Washington Heights / Inwood,26500
2246,30-26 Steinway Street,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,34967,Long Island City,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/23/1984,62141,0,Popular Bank,STEINWAY ST BRANCH,67,11/25/2022,11,NY,36081,New York,239443,11103,"30-26 Steinway Street, Long Island City, NY, 11103","('015500', 'Queens')",Astoria,15500
2360,40-14/16 Main Street,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18503,Flushing,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/11/1999,12395,0,Cathay Bank,FLUSHING BRANCH,26,11/25/2022,11,NY,36081,New York,245526,11354,"40-14/16 Main Street, Flushing, NY, 11354","('087100', 'Queens')",Flushing / Whitestone,87100
2410,280 Page Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/23/1974,417,0,"JPMorgan Chase Bank, National Association",TOTTENVILLE BRANCH,444,11/25/2022,11,NY,36085,New York,248620,10307,"280 Page Avenue, Staten Island, NY, 10307","('024800', 'Staten Island')",South Shore,24800
2496,4310 Amboy Road,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/31/1984,42784,0,"Santander Bank, N.A.",ELTINGVILLE BRANCH,1077,11/25/2022,11,NY,36085,New York,254962,10312,"4310 Amboy Road, Staten Island, NY, 10312","('015601', 'Staten Island')",South Shore,15601
2545,43-22 50th Street,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,24920,New York City,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/12/1991,17274,0,Woori America Bank,WOODSIDE BRANCH,2,11/25/2022,11,NY,36081,New York,257733,11377,"43-22 50th Street, New York City, NY, 11377","('025301', 'Queens')",Sunnyside / Woodside,25301
2608,3111 Peach Orchard Road,N,"Augusta-Richmond County, GA-SC",,0,,12260,1,"Augusta-Richmond County, GA-SC",0,12260,33555,Augusta,Richmond,,0,,12/16/1991,47437,0,"SouthState Bank, National Association",SOUTHSIDE BRANCH,330,11/25/2022,11,GA,13245,Georgia,262300,30906,"3111 Peach Orchard Road, Augusta, NY, 30906","('010508', 'Augusta')",UNFOUND,10508
2609,1530 Walton Way,N,"Augusta-Richmond County, GA-SC",,0,,12260,1,"Augusta-Richmond County, GA-SC",0,12260,33555,Augusta,Richmond,,0,,12/01/1992,47437,0,"SouthState Bank, National Association",MEDICAL CENTER BRANCH,331,11/25/2022,11,GA,13245,Georgia,262301,30904,"1530 Walton Way, Augusta, NY, 30904","('001000', 'Augusta')",UNFOUND,1000
2729,2756 Peach Orchard Road,N,"Augusta-Richmond County, GA-SC",,0,,12260,1,"Augusta-Richmond County, GA-SC",0,12260,6672,Augusta,Richmond,,0,,01/01/1934,4470,0,"Fifth Third Bank, National Association",PEACH ORCHARD ROAD BRANCH,1421,11/25/2022,11,GA,13245,Georgia,271983,30906,"2756 Peach Orchard Road, Augusta, NY, 30906","('010510', 'Augusta')",UNFOUND,10510
2734,7102 3rd Ave,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,58564,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1912,456804,0,Flushing Bank,Bay Ridge Branch,8,11/25/2022,11,NY,36047,New York,272297,11209,"7102 3rd Ave, Brooklyn, NY, 11209","('006800', 'Brooklyn')",Bay Ridge,6800
2750,22-59 31st Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,Long Island City,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1887,42784,0,"Santander Bank, N.A.",DITMARS BRANCH,1004,11/25/2022,11,NY,36081,New York,274159,11105,"22-59 31st Street, Long Island City, NY, 11105","('011500', 'Queens')",Astoria,11500
2783,1460 Forest Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,02/01/1936,42784,0,"Santander Bank, N.A.",FOREST AVENUE BRANCH,1013,11/25/2022,11,NY,36085,New York,276303,10302,"1460 Forest Avenue, Staten Island, NY, 10302","('020100', 'Staten Island')",North Shore,20100
2919,8724 Fourth Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,57957,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/23/1997,432614,0,"Citizens Bank, National Association",FOURTH AVENUE BRANCH,1839,11/25/2022,11,NY,36047,New York,289267,11209,"8724 Fourth Avenue, Brooklyn, NY, 11209","('006000', 'Brooklyn')",Bay Ridge,6000
3539,1 Rockefeller Plz,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,110,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/01/1999,89,0,Bank OZK,NEW YORK  BRANCH,208,11/25/2022,24,NY,36061,New York,73835,10020,"1 Rockefeller Plz, New York, NY, 10020","('009600', 'Manhattan')",Chelsea / Clinton / Midtown,9600
3579,76 East 161st Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/20/1928,417,0,"JPMorgan Chase Bank, National Association",YANKEE STADIUM BRANCH,363,11/25/2022,11,NY,36005,New York,182501,10451,"76 East 161st Street, Bronx, NY, 10451","('006300', 'Bronx')",Highbridge / S. Concourse,6300
3585,3775 Riverdale Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/01/1950,417,0,"JPMorgan Chase Bank, National Association",RIVERDALE BRANCH,20,11/25/2022,11,NY,36005,New York,183144,10463,"3775 Riverdale Avenue, Bronx, NY, 10463","('029500', 'Bronx')",Riverdale / Kingsbridge,29500
3586,349 Fifth Avenue And 34th Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/01/1924,417,0,"JPMorgan Chase Bank, National Association",EMPIRE STATE BRANCH,85,11/25/2022,11,NY,36061,New York,183205,10016,"349 Fifth Avenue And 34th Street, New York City, NY, 10016","('007400', 'Manhattan')",Chelsea / Clinton / Midtown,7400
