,ADDRESS,BKCLASS,CBSA,CBSA_DIV,CBSA_DIV_FLG,CBSA_DIV_NO,CBSA_METRO,CBSA_METRO_FLG,CBSA_METRO_NAME,CBSA_MICRO_FLG,CBSA_NO,CERT,CITY,COUNTY,CSA,CSA_FLG,CSA_NO,ESTYMD,FI_UNINUM,MAINOFF,NAME,OFFNAME,OFFNUM,RUNDATE,SERVTYPE,STALP,STCNTY,STNAME,UNINUM,ZIP,formatted_address,tract,Sub Boro Name,Tract
34757,"2655 Richmond Avenue, Suite 2005",SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16068,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,05/23/2005,10290,0,Apple Bank for Savings,STATEN ISLAND BRANCH,63,11/25/2022,11,NY,36085,New York,444087,10314,"2655 Richmond Avenue, Suite 2005, Staten Island, NY, 10314","('027702', 'Staten Island')",Mid-Island,27702
34765,219-01 Jamaica Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Queens Village,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/23/2005,417,0,"JPMorgan Chase Bank, National Association",QUEENS VILLAGE BANKING CENTER BRANCH,3582,11/25/2022,11,NY,36081,New York,444918,11428,"219-01 Jamaica Avenue, Queens Village, NY, 11428","('056600', 'Queens')",Bellerose / Rosedale,56600
34810,2220 Forest Avenue,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,588,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/01/2005,400,0,Manufacturers and Traders Trust Company,FOREST AVENUE BRANCH,1383,11/25/2022,11,NY,36085,New York,450340,10303,"2220 Forest Avenue, Staten Island, NY, 10303","('030302', 'Staten Island')",North Shore,30302
34882,"1450 Greene Street, Suite 150",N,"Augusta-Richmond County, GA-SC",,0,,12260,1,"Augusta-Richmond County, GA-SC",0,12260,2138,Augusta,Richmond,,0,,05/15/2006,1410,0,Queensborough National Bank & Trust Company,ENTERPRISE MILL BRANCH,27,11/25/2022,11,GA,13245,Georgia,457561,30901,"1450 Greene Street, Suite 150, Augusta, NY, 30901","('011000', 'Augusta')",UNFOUND,11000
34946,78-37 37th Street,NM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,57053,Jackson Heights,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/10/2006,356455,0,Signature Bank,JACKSON HEIGHTS BRANCH,19,11/25/2022,11,NY,36081,New York,465402,11372,"78-37 37th Street, Jackson Heights, NY, 11372","('028500', 'Queens')",Jackson Heights,28500
35214,267 5th Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,57957,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/27/1990,432614,0,"Citizens Bank, National Association",FLATIRON BRANCH,1808,11/25/2022,11,NY,36061,New York,46377,10016,"267 5th Avenue, New York, NY, 10016","('007400', 'Manhattan')",Chelsea / Clinton / Midtown,7400
35285,11 East Houston Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,57890,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/05/1990,429342,0,"HSBC Bank USA, National Association",SOHO BRANCH,268,11/25/2022,11,NY,36061,New York,182370,10012,"11 East Houston Street, New York, NY, 10012","('004300', 'Manhattan')",Greenwich Village / Financial District,4300
35288,845 Third Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,4297,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/29/1963,2818,0,"Capital One, National Association",NYC 52ND STREET BRANCH,671,11/25/2022,11,NY,36061,New York,182529,10022,"845 Third Avenue, New York City, NY, 10022","('009800', 'Manhattan')",Stuyvesant Town / Turtle Bay,9800
35289,1785 Victory Boulevard,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,07/27/1964,10251,0,New York Community Bank,CASTLETON CORNERS BRANCH,122,11/25/2022,11,NY,36085,New York,182554,10314,"1785 Victory Boulevard, Staten Island, NY, 10314","('015100', 'Staten Island')",North Shore,15100
35290,623 Broadway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1800,417,0,"JPMorgan Chase Bank, National Association",NOHO BRANCH,790,11/25/2022,11,NY,36061,New York,182689,10012,"623 Broadway, New York City, NY, 10012","('005501', 'Manhattan')",Greenwich Village / Financial District,5501
35291,201 East 79th Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/03/1963,417,0,"JPMorgan Chase Bank, National Association",THIRD AVENUE AND 79TH STREET BRANCH,802,11/25/2022,11,NY,36061,New York,182713,10075,"201 East 79th Street, New York, NY, 10075","('013800', 'Manhattan')",Upper East Side,13800
35292,163-20 Northern Boulevard,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Flushing,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/01/1800,417,0,"JPMorgan Chase Bank, National Association",BROADWAY-FLUSHING BRANCH,814,11/25/2022,11,NY,36081,New York,182728,11358,"163-20 Northern Boulevard, Flushing, NY, 11358","('117100', 'Queens')",Flushing / Whitestone,117100
35296,360 Park Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/01/1961,417,0,"JPMorgan Chase Bank, National Association",PARK AVENUE AND 52ND ST BRANCH,3768,11/25/2022,11,NY,36061,New York,183100,10022,"360 Park Avenue, New York City, NY, 10022","('010200', 'Manhattan')",Chelsea / Clinton / Midtown,10200
35297,305 Seventh Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/17/1929,417,0,"JPMorgan Chase Bank, National Association",FIT SEVENTH AVENUE BRANCH,86,11/25/2022,11,NY,36061,New York,183206,10001,"305 Seventh Avenue, New York City, NY, 10001","('009500', 'Manhattan')",Chelsea / Clinton / Midtown,9500
35298,27258 Grand Central Parkway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Floral Park,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,07/27/1982,417,0,"JPMorgan Chase Bank, National Association",NORTH SHORE TOWERS BRANCH,368,11/25/2022,11,NY,36081,New York,183337,11005,"27258 Grand Central Parkway, Floral Park, NY, 11005","('-1', '-1')",UNFOUND,-1
35300,5656 Riverdale Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/29/1963,417,0,"JPMorgan Chase Bank, National Association",RIVERDALE NORTH BRANCH,467,11/25/2022,11,NY,36005,New York,183579,10471,"5656 Riverdale Avenue, Bronx, NY, 10471","('033700', 'Bronx')",Riverdale / Kingsbridge,33700
35301,3515 Broadway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,09/01/1915,417,0,"JPMorgan Chase Bank, National Association",BROADWAY AND 144TH ST BRANCH,526,11/25/2022,11,NY,36061,New York,183665,10031,"3515 Broadway, New York City, NY, 10031","('022900', 'Manhattan')",Morningside Heights / Hamilton Heights,22900
35702,33-12 30th Avenue,SI,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,16022,Astoria,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/24/1977,10251,0,New York Community Bank,30TH AVENUE BRANCH,329,11/25/2022,11,NY,36081,New York,208396,11103,"33-12 30th Avenue, Astoria, NY, 11103","('006300', 'Queens')",Astoria,6300
35787,1155 Avenue Of The Americas,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York City,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/02/1964,4759,0,"Citibank, National Association",AA/45TH STREET BRANCH,81,11/25/2022,11,NY,36061,New York,214105,10036,"1155 Avenue Of The Americas, New York City, NY, 10036","('011900', 'Manhattan')",Chelsea / Clinton / Midtown,11900
35788,399 Park Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/23/1961,4759,0,"Citibank, National Association",399 PARK AVENUE BRANCH,126,11/25/2022,11,NY,36061,New York,214149,10022,"399 Park Avenue, New York, NY, 10022","('010000', 'Manhattan')",Stuyvesant Town / Turtle Bay,10000
35789,1766 Crosby Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/28/1969,4759,0,"Citibank, National Association",WESTCHESTER-CROSBY AVENUES BRANCH,188,11/25/2022,11,NY,36005,New York,214211,10461,"1766 Crosby Avenue, Bronx, NY, 10461","('026602', 'Bronx')",Throgs Neck / Co-op City,26602
35790,234 East 198th Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Bronx,Bronx,"New York-Newark, NY-NJ-CT-PA",1,408.0,03/15/1971,4759,0,"Citibank, National Association",EAST 198TH STREET BRANCH,219,11/25/2022,11,NY,36005,New York,214242,10458,"234 East 198th Street, Bronx, NY, 10458","('040501', 'Bronx')",Kingsbridge Heights / Mosholu,40501
35791,399 Park Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,New York,New York,"New York-Newark, NY-NJ-CT-PA",1,408.0,01/14/1974,4759,0,"Citibank, National Association",LEXINGTON AVENUE-54TH STREET BRANCH,304,11/25/2022,21,NY,36061,New York,214311,10022,"399 Park Avenue, New York, NY, 10022","('010000', 'Manhattan')",Stuyvesant Town / Turtle Bay,10000
36121,1 Court Square,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,7213,Long Island City,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,08/28/1989,4759,0,"Citibank, National Association",COURT SQUARE BRANCH,755,11/25/2022,11,NY,36081,New York,214732,11120,"1 Court Square, Long Island City, NY, 11120","('001900', 'Queens')",Sunnyside / Woodside,1900
36376,30-18 36th Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,3510,Astoria,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,04/07/1976,2238,0,"Bank of America, National Association",LI CITY-36TH AVENUE BRANCH,8166,11/25/2022,11,NY,36081,New York,229548,11106,"30-18 36th Avenue, Astoria, NY, 11106","('005100', 'Queens')",Astoria,5100
36473,12 Graham Avenue,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,628,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,06/30/1866,417,0,"JPMorgan Chase Bank, National Association",GRAHAM AVE AND BROADWAY BRANCH,5297,11/25/2022,11,NY,36047,New York,236183,11206,"12 Graham Avenue, Brooklyn, NY, 11206","('049100', 'Brooklyn')",Williamsburg / Greenpoint,49100
36475,72-35 Broadway,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,18221,Jackson Heights,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,05/18/1946,12139,0,"Webster Bank, National Association",JACKSON HEIGHTS BRANCH,386,11/25/2022,11,NY,36081,New York,236277,11372,"72-35 Broadway, Jackson Heights, NY, 11372","('029100', 'Queens')",Jackson Heights,29100
36477,6975 Amboy Road,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,Staten Island,Richmond,"New York-Newark, NY-NJ-CT-PA",1,408.0,12/11/1983,42784,0,"Santander Bank, N.A.",AMBOY ROAD BRANCH,1072,11/25/2022,11,NY,36085,New York,236388,10307,"6975 Amboy Road, Staten Island, NY, 10307","('024800', 'Staten Island')",South Shore,24800
36480,6138 Springfield Boulevard,SM,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,6976,Bayside,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,10/01/1963,4672,0,Dime Community Bank,BAYSIDE BRANCH,53,11/25/2022,11,NY,36081,New York,236668,11364,"6138 Springfield Boulevard, Bayside, NY, 11364","('-1', '-1')",UNFOUND,-1
36481,2356 Bell Boulevard,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,Bayside,Queens,"New York-Newark, NY-NJ-CT-PA",1,408.0,02/02/1967,42784,0,"Santander Bank, N.A.",BAY TERRACE BRANCH,990,11/25/2022,11,NY,36081,New York,236746,11360,"2356 Bell Boulevard, Bayside, NY, 11360","('-1', '-1')",UNFOUND,-1
36482,189 Montague Street,N,"New York-Newark-Jersey City, NY-NJ-PA","New York-Jersey City-White Plains, NY-NJ",1,35614.0,35620,1,"New York-Newark-Jersey City, NY-NJ-PA",0,35620,29950,Brooklyn,Kings,"New York-Newark, NY-NJ-CT-PA",1,408.0,05/11/1995,42784,0,"Santander Bank, N.A.",MONTAGUE STREET BRANCH,1007,11/25/2022,11,NY,36047,New York,236756,11201,"189 Montague Street, Brooklyn, NY, 11201","('000900', 'Brooklyn')",Brooklyn Heights / Fort Greene,900
